nome_imagem,minimo,maximo,media,std,var,mediana,assimetria,curtose,amplitude_ao_quadrado,entropia_completa,entropia_dos_bins,energia_media,rms,desvio_absoluto_medio,p925,p850,p150,p75,amplitude_interquartil,uniformidade,media_robusta,rotulo
31.jpg,0.0,255.0,74.94793487762237,83.88506108755952,7036.703473663592,34.0,0.5370262627527856,-1.319459016162323,65025.0,5.208043680074676,2.376158989285816,12653.896416083917,112.48953914068595,76.66005452075993,212.0,189.0,0.0,0.0,154.0,0.28547536754929953,59.139820114472606,0
36.jpg,0.0,254.0,76.5757757867133,84.90289628372999,7208.501797365811,37.0,0.5021978821886314,-1.3656349277648412,64516.0,5.190757368153107,2.3704336776568184,13072.351234702797,114.33438343168164,77.98085918218513,214.0,191.0,0.0,0.0,156.0,0.28569759264616773,60.547770700636946,0
37.jpg,0.0,253.0,70.36145104895105,82.88297836793278,6869.588103139213,30.0,0.7020307931484351,-1.0795639818174168,64009.0,5.22529926706384,2.374792638230977,11820.321896853147,108.72130378565714,74.20559842664984,215.0,186.0,0.0,0.0,147.0,0.2904470927721481,53.7179588128407,0
38.jpg,0.0,250.0,72.60014204545455,81.18276549784704,6590.641413878424,34.0,0.5389491956560171,-1.2973396821632128,62500.0,5.180437597754311,2.3407937857755376,11861.422038898601,108.9101558115615,74.27690874355581,207.0,181.0,0.0,0.0,146.0,0.28927315322045466,57.17383143618309,0
41.jpg,0.0,255.0,66.17206621503496,75.09561779877393,5639.351812579532,31.0,0.5823078257147153,-1.2649445495034837,65025.0,5.127713993331345,2.281785214666079,10018.094159746504,100.0904299108886,68.237950145694,191.0,170.0,0.0,0.0,138.0,0.2941055816451905,51.60376786093499,0
42.jpg,0.0,251.0,68.95072115384616,79.97229652756337,6395.568211892524,30.0,0.6576797787252464,-1.1406658984137283,63001.0,5.193162657062929,2.3339256553623877,11149.770159527972,105.59247207792785,71.90465487787453,207.0,180.0,0.0,0.0,142.0,0.29451342537045283,53.16588954826208,0
44.jpg,0.0,255.0,61.79228583916084,74.4742147903459,5546.408668638575,28.0,0.8061664678317604,-0.84912264784922,65025.0,5.176420470929124,2.2811660772759903,9364.695257867133,96.77135556489397,65.3928640401884,196.0,165.0,0.0,0.0,126.0,0.3044910079267324,46.075613450469554,0
46.jpg,0.0,254.0,72.80089051573427,81.9467975932504,6715.277635789149,36.0,0.5769284280251029,-1.2187920424506995,64516.0,5.211948107884973,2.398523481753011,12015.247295673076,109.6140834732156,74.46267006837849,210.0,180.0,0.0,0.0,148.0,0.2814778259805645,56.72057442360711,0
47.jpg,0.0,255.0,66.99606643356644,76.51157155043911,5854.020581117964,31.0,0.6106717206143466,-1.199554122197684,65025.0,5.16616159804533,2.309289224972628,10342.493498688811,101.69805061400544,69.22542588325682,195.0,171.0,0.0,0.0,138.0,0.29213012922153514,51.95222794786299,0
5.jpg,0.0,255.0,57.06626966783217,65.27758297867209,4261.16283953742,26.0,0.6118199452619721,-1.214044451296067,65025.0,5.023909613135558,2.112904638611935,7517.721973339161,86.70479786804857,59.11996797983893,166.0,147.0,0.0,0.0,118.0,0.3184395349429717,44.28260474140544,0
